VILLE_VILL,STATUT_ECO,CYCLE,NOM_ECOLE,NB_ELEVES,NB_FILLES,NB_SALLES_,NB_INSTIT,NB_MAITRE_,TYPE_CONST,LATRINES_S,lon,lat,REGION_NOM,PREF_NOM,SPREF_NOM,COM_NOM
Goya,Public,Complet,Ecole_de_Goya,119.000000,57.000000,3.000000,1.000000,3.000000,Semi_dur,Non,20.69530000000,4.93405000000,Kagas,Ouaka,Kouango,Cochio_Toulou
Meudeu,Public,Incomplet,Ecole_de_Meudeu,192.000000,32.000000,1.000000,0.000000,1.000000,Traditionnel,Non,20.71720000000,4.97850000000,Kagas,Ouaka,Kouango,Cochio_Toulou
Kossamba,Public,Incomplet,Ecole_de_Kossamba,43.000000,6.000000,2.000000,2.000000,2.000000,Traditionnel,Non,20.70350000000,5.14923000000,Kagas,Ouaka,Kouango,Cochio_Toulou
Galabourma,Public,Incomplet,Ecole_Gala_Bourma,93.000000,32.000000,2.000000,0.000000,1.000000,Semi_dur,Non,20.69020000000,5.21907000000,Kagas,Ouaka,Kouango,Cochio_Toulou
Ngakobo,Public,Complet,Ecole_Ngakobo,2018.000000,918.000000,9.000000,15.000000,3.000000,Dur,Oui,20.70630000000,5.32333000000,Kagas,Ouaka,Kouango,Cochio_Toulou
Yangoya,Public,Complet,Yangoya,208.000000,37.000000,2.000000,1.000000,1.000000,Semi_dur,Non,20.85650000000,5.45312000000,Kagas,Ouaka,Bambari,Ngougbia
Bokolobo,Public,Complet,Ecole_de_Bokolobo,355.000000,154.000000,2.000000,3.000000,1.000000,Semi_dur,Non,20.94410000000,5.41945000000,Kagas,Ouaka,Bambari,Ngougbia
Batobadja,Public,Complet,Ecole_Batobadja,250.000000,110.000000,3.000000,3.000000,1.000000,Traditionnel,Oui,20.81770000000,5.57843000000,Kagas,Ouaka,Bambari,Ngougbia
Matchika,Public,Complet,Ecole_Matchika,160.000000,52.000000,3.000000,3.000000,0.000000,Semi_dur,Non,20.77200000000,5.63895000000,Kagas,Ouaka,Bambari,Ngougbia
Liwa,Public,Complet,Ecole_Liwa,270.000000,105.000000,3.000000,2.000000,1.000000,Semi_dur,Oui,20.70230000000,5.66903000000,Kagas,Ouaka,Bambari,Ngougbia
Bambari,Prive,Incomplet,Nicola_BaraÂ¦,212.000000,15.000000,9.000000,5.000000,0.000000,Dur,Oui,20.65260000000,5.76905000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Ecole_Notre_D.V._Filles,555.000000,555.000000,8.000000,9.000000,0.000000,Dur,Non,20.65270000000,5.76768000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Ecole_Lapago,246.000000,116.000000,7.000000,8.000000,0.000000,Semi_dur,Oui,20.64590000000,5.77452000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Bambari,Public,Complet,Ecole_St_Joseph,779.000000,0.000000,16.000000,15.000000,0.000000,Dur,Non,20.67720000000,5.75440000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Ecole_St_Joseph,586.000000,586.000000,9.000000,8.000000,0.000000,Dur,Non,20.68070000000,5.75370000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Ecole_Application_Filles,317.000000,317.000000,7.000000,8.000000,0.000000,Dur,Oui,20.66530000000,5.76712000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Prive,Complet,Complexe_Scolaire_La_Palestre,57.000000,37.000000,6.000000,3.000000,3.000000,Semi_dur,Non,20.66670000000,5.76868000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Application_GarÂ¦ons,313.000000,0.000000,10.000000,10.000000,0.000000,Dur,Non,20.66640000000,5.76978000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Application_St_J._Filles,459.000000,459.000000,7.000000,8.000000,0.000000,Semi_dur,Non,20.67620000000,5.77997000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Filles_et_GarÂ¦ons,0.000000,0.000000,0.000000,0.000000,0.000000,Dur,Non,20.67580000000,5.76767000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Prive,Complet,Ecole_Soleil,170.000000,76.000000,8.000000,7.000000,0.000000,Semi_dur,Oui,20.66890000000,5.75918000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Application_mixte_centre_ville,1427.000000,679.000000,4.000000,16.000000,0.000000,Semi_dur,Oui,20.66690000000,5.75733000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Ecole_Maternelle,0.000000,0.000000,1.000000,0.000000,0.000000,Dur,Non,20.66420000000,5.76155000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Public,Complet,Ecole_Maternelle,0.000000,0.000000,2.000000,0.000000,0.000000,Dur,Non,20.67690000000,5.76587000000,Kagas,Ouaka,Bambari,Bambari
Bambari,Prive,Complet,Ecole_Michel_MaÂ»tre,0.000000,0.000000,0.000000,0.000000,0.000000,Dur,oui,20.67730000000,5.75312000000,Kagas,Ouaka,Bambari,Bambari
CRPR(INRTV),Public,Complet,Ecole_CRPR,0.000000,0.000000,0.000000,0.000000,0.000000,Dur,non,20.67600000000,5.81907000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Maliki,Public,Complet,Atongo,145.000000,64.000000,3.000000,3.000000,0.000000,Semi_dur,Oui,20.61950000000,5.83067000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Lebada,Public,Complet,Lebada,324.000000,128.000000,3.000000,5.000000,0.000000,Semi_dur,Oui,20.54910000000,5.85558000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Gbakomalekpa,Public,Complet,Ecole_Gbakomalekpa,326.000000,186.000000,3.000000,5.000000,1.000000,Semi_dur,Non,20.47270000000,5.85490000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Modomale,Public,Complet,Ecole_Modomale,0.000000,0.000000,3.000000,0.000000,0.000000,Semi_dur,Non,20.42380000000,5.81982000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Togo,Public,Complet,Ecole_Togo,126.000000,53.000000,2.000000,1.000000,2.000000,Semi_dur,Non,20.57130000000,5.88112000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Yamale,Public,Complet,Ecole_Yamale,197.000000,87.000000,3.000000,2.000000,1.000000,Semi_dur,Non,20.52220000000,5.97045000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Camp_refugies_refugi,Public,Complet,Camp_refugies_Soudanais,573.000000,276.000000,15.000000,10.000000,0.000000,Traditionnel,Oui,20.59430000000,5.72632000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Mbadela,Public,Complet,Ecole_Mbadela,640.000000,55.000000,2.000000,1.000000,2.000000,Semi_dur,Non,20.57870000000,5.71718000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Awatche,Public,Complet,Ecole_Awatche,209.000000,78.000000,3.000000,1.000000,2.000000,Semi_dur,Non,20.50930000000,5.64145000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Nganemandji,Public,Complet,Ecole_Nganemandji,0.000000,0.000000,3.000000,0.000000,0.000000,Dur,Non,20.44420000000,5.55880000000,Kagas,Ouaka,Bambari,Pladama_Ouaka
Kombelet,Public,Complet,Ecole_Kombelet,125.000000,43.000000,3.000000,1.000000,2.000000,Dur,Non,20.73060000000,5.82572000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Biade,Public,Complet,Ecole_Biade,0.000000,0.000000,3.000000,0.000000,0.000000,Semi_dur,Oui,20.81610000000,5.81430000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Krade,Public,Incomplet,Ecole_Krade,151.000000,68.000000,3.000000,1.000000,1.000000,Traditionnel,Non,20.86660000000,5.80320000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Gotchele,Public,Complet,Ecole_Gotchele,242.000000,0.000000,3.000000,1.000000,1.000000,Semi_dur,Oui,20.92160000000,5.80737000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Agoudou_Manga,Public,Complet,Ecole_Agoudou_Manga,242.000000,92.000000,4.000000,1.000000,1.000000,Semi_dur,Non,20.90830000000,5.88310000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Maloum,Public,Complet,Ecole_Maloum,0.000000,0.000000,5.000000,2.000000,1.000000,Dur,Non,21.06480000000,5.85010000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Andjou,Public,Complet,Ecole_Maloum,236.000000,31.000000,3.000000,2.000000,0.000000,Semi_dur,Oui,21.01820000000,5.85037000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Goubali,Public,Complet,Ecole_Goumbali_2,193.000000,62.000000,3.000000,1.000000,2.000000,Semi_dur,Oui,21.06580000000,5.87998000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Ngouyali,Public,Complet,Ecole_Mixe_de_Ngouyali,319.000000,126.000000,5.000000,2.000000,1.000000,Dur,Non,21.09800000000,5.88967000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Tagbara,Public,Complet,Ecole_Tagbara,262.000000,101.000000,4.000000,2.000000,1.000000,Semi_dur,Oui,21.14840000000,5.92050000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Afrotcho,Public,Complet,Ecole_Afrotcho,127.000000,0.000000,2.000000,0.000000,3.000000,Dur,Non,21.22200000000,5.92437000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Koutchou,Public,Complet,Ecole_Koutchou,0.000000,0.000000,3.000000,1.000000,2.000000,Semi_dur,Oui,21.28510000000,5.89222000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Andjitolakri,Public,Incomplet,Ecole_Andjitolakri,76.000000,32.000000,2.000000,0.000000,2.000000,Traditionnel,Non,21.33810000000,5.82492000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Redebo_1,Public,Incomplet,Ecole_Redebo,78.000000,25.000000,1.000000,0.000000,1.000000,Dur,Non,21.41460000000,5.78465000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Boyo,Public,Incomplet,Ecole_Boyo,441.000000,131.000000,3.000000,2.000000,2.000000,Semi_dur,Non,21.48590000000,5.72433000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Ndazingoua,Public,Incomplet,Ecole_Ndazingoua,92.000000,45.000000,3.000000,1.000000,2.000000,Dur,Non,21.55790000000,5.72208000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Maneyo,Public,Incomplet,Ecole_Maneyo,0.000000,0.000000,3.000000,1.000000,2.000000,Dur,Non,21.58400000000,5.71137000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Bangui_Banda,Public,Complet,Ecole_M._de_Bangui_Banda,175.000000,38.000000,3.000000,2.000000,1.000000,Semi_dur,Non,21.64720000000,5.63198000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Rehondji,Public,Complet,Ecole_Rehondji,335.000000,109.000000,2.000000,1.000000,2.000000,Semi_dur,Non,21.64720000000,5.63198000000,Kagas,Ouaka,Bambari,Haute_BaÃ¯dou
Zoubingui,Public,Complet,Ecole_Zoubingui,212.000000,74.000000,4.000000,2.000000,1.000000,Semi_dur,Non,21.11580000000,6.07343000000,Kagas,Ouaka,Ippy,BaÃ¯dou_Ngoumbourou
Bade,Public,Complet,Ecole_Bade,247.000000,72.000000,3.000000,1.000000,2.000000,Dur,Oui,21.13900000000,6.15370000000,Kagas,Ouaka,Ippy,BaÃ¯dou_Ngoumbourou
Ngbazza,Public,Complet,Ecole_Ngbazza,830.000000,320.000000,6.000000,10.000000,2.000000,Dur,Non,21.19490000000,6.23812000000,Kagas,Ouaka,Ippy,Ippy
Katcharabo,Public,Complet,Ecole_Katcharabo,1212.000000,507.000000,9.000000,4.000000,5.000000,Dur,Non,21.20140000000,6.26177000000,Kagas,Ouaka,Ippy,Ippy
Mazoumbou,Public,Complet,Ecole_Mazoumbou,634.000000,320.000000,9.000000,2.000000,3.000000,Dur,Non,21.20390000000,6.26722000000,Kagas,Ouaka,Ippy,Ippy
Ippy_Centre,Public,Complet,Ecole_Gobouyo,296.000000,118.000000,6.000000,0.000000,0.000000,Dur,Non,21.20610000000,6.26644000000,Kagas,Ouaka,Ippy,Ippy
Madoundji,Public,Complet,Ecole_Madoundji,79.000000,39.000000,2.000000,1.000000,1.000000,Dur,Non,21.37270000000,6.32753000000,Kagas,Ouaka,Ippy,YÃ©ngou
Laou,Public,Complet,Ecole_Laou,180.000000,55.000000,2.000000,0.000000,0.000000,Dur,Non,21.44340000000,6.34755000000,Kagas,Ouaka,Ippy,YÃ©ngou
Kopia,Public,Complet,Ecole_Kopia,123.000000,60.000000,2.000000,1.000000,0.000000,Dur,Non,21.53100000000,6.39316000000,Kagas,Ouaka,Ippy,YÃ©ngou
Ngongboundou,Public,Complet,Ngongboundou,283.000000,106.000000,3.000000,1.000000,2.000000,Dur,Oui,21.61820000000,6.42705000000,Kagas,Ouaka,Ippy,YÃ©ngou
Ippy,Public,Incomplet,Ecole_Mater._Centre_v.,0.000000,0.000000,1.000000,2.000000,0.000000,Dur,Non,21.19730000000,6.26003000000,Kagas,Ouaka,Ippy,Ippy
Ndjanga,Public,Complet,Ecole_Ndjanga,163.000000,51.000000,2.000000,2.000000,0.000000,Dur,Non,21.21050000000,6.17021000000,Kagas,Ouaka,Ippy,Ippy
Gbagbi,Public,Incomplet,Ecole_Gbagbi,63.000000,0.000000,2.000000,0.000000,2.000000,Traditionnel,Non,21.09600000000,6.25959000000,Kagas,Ouaka,Ippy,BaÃ¯dou_Ngoumbourou
Ndakara,Public,Incomplet,Ecole_Ndakara,187.000000,55.000000,3.000000,0.000000,3.000000,Dur,Non,20.95050000000,6.23379000000,Kagas,Ouaka,Ippy,BaÃ¯dou_Ngoumbourou
Djoubissi,Public,Complet,Ecole_Ndjobissi,312.000000,73.000000,2.000000,1.000000,3.000000,Dur,Non,20.76410000000,6.19459000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Ndassima,Public,Complet,Ecole_Ndassima,439.000000,208.000000,3.000000,4.000000,2.000000,Dur,Oui,20.79290000000,6.14982000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Gralendji,Public,Incomplet,Ecole_Gralendji,84.000000,3.000000,1.000000,1.000000,1.000000,Semi_dur,Non,20.79700000000,6.09915000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Bamado,Public,Complet,Ecole_Bamado,0.000000,0.000000,3.000000,1.000000,2.000000,Dur,Non,20.79400000000,6.02990000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Danga_Gboudou,Public,Incomplet,Ecole_Ndemagofo,92.000000,0.000000,2.000000,1.000000,1.000000,Traditionnel,Non,20.72620000000,5.97374000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Nguerepayo,Public,Incomplet,Ecole_Nguerepayo,63.000000,12.000000,1.000000,0.000000,1.000000,Traditionnel,Non,20.73270000000,5.86765000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Zalingo,Public,Incomplet,Ecole_Zalingo,56.000000,17.000000,2.000000,1.000000,0.000000,Dur,Non,20.37553800000,5.19712800000,Kagas,Ouaka,Kouango,AzÃ©nguÃ©_Mindou
Chimolo,Public,Complet,Ecole_Chimbolo,124.000000,31.000000,2.000000,1.000000,0.000000,Dur,Non,20.86220000000,5.72696000000,Kagas,Ouaka,Bambari,Danga_Gboudou
Pangola,Public,Incomplet,Ecole_Pangoula,106.000000,52.000000,2.000000,0.000000,2.000000,Traditionnel,Non,20.39930000000,6.08005000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Maloum_Mele,Public,Complet,Ecole_Maloum_Mele,145.000000,64.000000,3.000000,1.000000,2.000000,Dur,Non,20.37570000000,6.19236000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Bakala,Public,Complet,Ecole_SP_Bakala,0.000000,0.000000,3.000000,1.000000,2.000000,Dur,Non,20.38660000000,6.19665000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Bakala,Public,Incomplet,Ecole_Maternelle,38.000000,0.000000,1.000000,1.000000,0.000000,Semi_dur,Non,20.38940000000,6.19552000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Morouba,Public,Complet,Ecole_Morouba,215.000000,80.000000,3.000000,1.000000,2.000000,Dur,Non,20.22120000000,6.21088000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Yombandji,Public,Incomplet,Ecole_Yombandji,109.000000,46.000000,2.000000,0.000000,2.000000,Traditionnel,Non,19.98830000000,6.28106000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Pagonendji,Public,Incomplet,Ecole_Pagonendji,131.000000,52.000000,2.000000,0.000000,2.000000,Traditionnel,Non,19.92760000000,6.32176000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Yaligaza,Public,Complet,Ecole_Yaligaza,181.000000,87.000000,2.000000,1.000000,0.000000,Traditionnel,Non,19.89430000000,6.38817000000,Kagas,Ouaka,Bakala,Koudou_BÃ©go
Kouango,Public,Complet,Ecole_Centre_1_GarÂ¦on,896.000000,272.000000,6.000000,5.000000,4.000000,Dur,Oui,19.96970000000,5.99373000000,Kagas,Ouaka,Grimari,Pouyamba
Kouango,Public,Complet,Ecole_Centre_2_filles,741.000000,532.000000,10.000000,5.000000,3.000000,Dur,Oui,19.97490000000,5.99110000000,Kagas,Ouaka,Grimari,Pouyamba
Kouango,Public,Incomplet,Ecole_Maternelle,63.000000,30.000000,1.000000,0.000000,2.000000,Dur,Non,19.97270000000,5.99138000000,Kagas,Ouaka,Grimari,Pouyamba
Bossangoa,Public,Complet,Ecole_Prefectoral_mixte,0.000000,0.000000,11.000000,0.000000,0.000000,Dur,Oui,17.44470000000,6.48583000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Bossangoa,Public,Complet,Ecole_Vallee,625.000000,271.000000,6.000000,2.000000,9.000000,Dur,Oui,17.44610000000,6.49667000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Bossangoa,Public,Complet,Ecole_Liberte,0.000000,0.000000,0.000000,0.000000,0.000000,Dur,Oui,17.44920000000,6.49639000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Boguila,Public,Complet,Ecole_Sous_Prefectorale_mixte,857.000000,330.000000,5.000000,12.000000,0.000000,Traditionnel,Non,16.91670000000,7.13694000000,YadÃ©,Ouham,Nangha_Boguila,Nangha_Boguila
Bossangoa,Public,Incomplet,Jardin_d'enfants,200.000000,115.000000,2.000000,1.000000,2.000000,Dur,Oui,17.45050000000,6.49028000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Bossangoa,Prive,Complet,Ecole_Nicolas_Bare,309.000000,250.000000,8.000000,8.000000,2.000000,Semi_dur,Oui,17.45190000000,6.50944000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Bossangoa,Public,Complet,Ecole_mixte_Pont__Ouham,697.000000,266.000000,6.000000,11.000000,0.000000,Dur,Oui,17.45580000000,6.47694000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Bossangoa,Public,Complet,Ecole_mixte_de_Boro,891.000000,416.000000,16.000000,13.000000,0.000000,Dur,Oui,17.45080000000,6.50639000000,YadÃ©,Ouham,Bossangoa,Bossangoa
Oda_kete,Public,Complet,Ecole_mixte_de_Oda_kete,287.000000,145.000000,3.000000,2.000000,2.000000,Traditionnel,Non,17.56940000000,5.80506000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Oda_kota,Public,Complet,Ecole_mixte_de_Oda_kota,58.000000,32.000000,2.000000,0.000000,2.000000,Traditionnel,Non,17.54890000000,5.83013000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Angara_kete,Public,Complet,Ecole_mixte_de_Angara_kete,284.000000,45.000000,3.000000,2.000000,2.000000,Traditionnel,Oui,17.51550000000,5.90755000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Lenga_kota,Public,Complet,Ecolemixte_de_Lenga_kota,305.000000,96.000000,5.000000,2.000000,3.000000,Dur,Oui,17.46610000000,5.99674000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Ndow_Kota,Public,Complet,Ecole_mixte_de_Ndow_Kota,273.000000,127.000000,4.000000,2.000000,2.000000,Traditionnel,Oui,17.44370000000,6.06004000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Bourouma,Public,Complet,Ecole_mixte_de_Bourouma,312.000000,212.000000,3.000000,1.000000,2.000000,Traditionnel,Non,17.44240000000,6.19378000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Kana,Public,Incomplet,Ecole_mixte_de_Kana,158.000000,80.000000,1.000000,0.000000,2.000000,Traditionnel,Oui,17.44910000000,6.30532000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Lenga_Kete,Public,Complet,Ecole_mixte_CarriÃŒre,127.000000,87.000000,4.000000,3.000000,2.000000,Traditionnel,Non,17.43790000000,6.44943000000,YadÃ©,Ouham,Bossangoa,Koro_M'poko
Soumbe,Public,Complet,Ecole_mixte_de_Soumbe_BDPA,305.000000,96.000000,5.000000,2.000000,3.000000,Dur,Oui,17.22620000000,6.44514000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bowan,Public,Incomplet,Ecole_mixte_de_Bowan,120.000000,50.000000,1.000000,0.000000,1.000000,Traditionnel,Non,17.16100000000,6.47814000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bera,Public,Incomplet,Ecole_mixte_de_Bera,80.000000,10.000000,2.000000,0.000000,1.000000,Traditionnel,Non,17.12180000000,6.48915000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Gbazian_Bea,Public,Incomplet,Ecole_mixte_de_Gbazian_Bea,302.000000,99.000000,3.000000,1.000000,3.000000,Dur,Oui,16.93550000000,6.52038000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bowe,Public,Incomplet,Ecole_mixte_de_Bowe,142.000000,35.000000,0.000000,0.000000,3.000000,Traditionnel,Non,16.90510000000,6.56613000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bangba2,Public,Incomplet,Ecole_mixte_de_Bangba2,80.000000,10.000000,1.000000,0.000000,1.000000,Traditionnel,Non,16.90520000000,6.56628000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bera,Public,Incomplet,Ecole_mixte_de_Bera,96.000000,37.000000,0.000000,0.000000,1.000000,Traditionnel,Non,16.90390000000,6.56968000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bowan,Public,Incomplet,Ecole_mixte_de_Bowan,120.000000,50.000000,1.000000,0.000000,1.000000,Traditionnel,Non,16.86970000000,6.61003000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bouassi,Public,Complet,Ecole_mixte_de_Bouassi,80.000000,10.000000,2.000000,0.000000,1.000000,Traditionnel,Non,16.84870000000,6.63188000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Vona,Public,Incomplet,Ecole_mixte_de_Vona,230.000000,23.000000,2.000000,0.000000,1.000000,Traditionnel,Non,16.77900000000,6.70754000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bangba,Public,Complet,Ecole_mixte_de_Bangba,97.000000,37.000000,1.000000,0.000000,1.000000,Traditionnel,Non,16.78030000000,6.70862000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bodali,Public,Incomplet,Ecole_mixte_de_Bodali,120.000000,40.000000,2.000000,0.000000,2.000000,Traditionnel,Non,16.78210000000,6.70948000000,YadÃ©,Ouham,Bossangoa,Ouham_Bac
Bogbali,Public,Incomplet,Ecole_mixte_de_Bogbali,96.000000,10.000000,3.000000,0.000000,2.000000,Traditionnel,Non,16.84090000000,6.72989000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Gbinza,Public,Incomplet,Ecole_mixte_de_Gbinza,113.000000,30.000000,1.000000,0.000000,2.000000,Traditionnel,Non,16.84330000000,6.73409000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bossokpa,Public,Complet,Ecole_mixte_de_Bossokpa,125.000000,30.000000,2.000000,1.000000,1.000000,Dur,Non,16.88110000000,6.75741000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
MbaÂ¦,Public,Incomplet,Ecole_mixte_de_Mbai,114.000000,60.000000,3.000000,0.000000,2.000000,Traditionnel,Non,16.95850000000,6.84612000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bomissi,Public,Complet,Ecole_mixte_de_Bomissi,127.000000,48.000000,4.000000,1.000000,0.000000,Traditionnel,Non,17.36350000000,6.52466000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bodali,Public,Complet,Ecole_mixte_de_Bodali,120.000000,40.000000,2.000000,0.000000,2.000000,Traditionnel,Non,17.32050000000,6.56297000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Gbatong_Bea,Public,Complet,Ecole_mixte_de_Gbatang_Bea,0.000000,0.000000,4.000000,2.000000,2.000000,Traditionnel,Non,17.31600000000,6.56791000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Gbapo_Kota,Public,Complet,Ecole_mixte_de_Gbapo_Kota,200.000000,105.000000,2.000000,1.000000,2.000000,Traditionnel,Non,17.27310000000,6.62114000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Dadouk_Kota,Public,Complet,Ecole_mixte_de_Dadouk_Kota,147.000000,38.000000,4.000000,1.000000,3.000000,Traditionnel,Oui,17.25940000000,6.62573000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bodore_Gassa,Public,Complet,Ecole_mixte_de_Bodore_Gassa,195.000000,98.000000,3.000000,2.000000,0.000000,Traditionnel,Non,17.15210000000,6.65800000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bouassi,Public,Complet,Ecole_mixte_de_Bouassi,127.000000,48.000000,4.000000,1.000000,3.000000,Traditionnel,Non,17.14690000000,6.66943000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bobera,Public,Complet,Ecole_mixte_de_Bobera,180.000000,35.000000,3.000000,1.000000,2.000000,Traditionnel,Non,17.13490000000,6.68079000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
GBede,Public,Complet,Ecole_mixte_de_GBede,360.000000,85.000000,5.000000,1.000000,2.000000,Dur,Oui,17.09550000000,6.70535000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Ngobana,Public,Complet,Ecole_mixte_de_Ngobana,278.000000,88.000000,3.000000,0.000000,3.000000,Traditionnel,Non,17.05300000000,6.76140000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Gayo,Public,Complet,Ecole_mixte_de_Gayo,500.000000,150.000000,3.000000,1.000000,2.000000,Traditionnel,Non,16.99020000000,6.80720000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Gbadoma,Public,Complet,Ecole_mixte_de_Gbadoma,222.000000,116.000000,2.000000,2.000000,0.000000,Semi_dur,Non,16.98790000000,6.81025000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Assa,Public,Complet,Ecole_mixte_de_Assa,341.000000,79.000000,3.000000,1.000000,3.000000,Traditionnel,Non,17.08890000000,6.89575000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Dombiti,Public,Complet,Ecole_mixte_de_Dombiti,420.000000,110.000000,3.000000,1.000000,2.000000,Traditionnel,Non,17.15430000000,6.87609000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
Bowili,Public,Complet,Ecole_mixte_de_Bowili,515.000000,260.000000,3.000000,2.000000,2.000000,Dur,Oui,17.16630000000,6.85997000000,YadÃ©,Ouham,Bossangoa,Ndoro_Mboli
