Localité,TYPE_POINT,FONCTIONNE,COMITE_GES,RESID_ART_,LOCALISATI,ANNEE_IN_1,lon,lat,PREF_NOM,SPREF_NOM,COM_NOM
Lenga-Kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.43790000000,6.44943000000,Ouham,Bossangoa,Koro-M'poko
Lenga-kota,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.46610000000,5.99674000000,Ouham,Bossangoa,Koro-M'poko
Mogo-Kota,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.52590000000,5.89434000000,Ouham,Bossangoa,Koro-M'poko
Ndow-kota,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.43870000000,6.07325000000,Ouham,Bossangoa,Koro-M'poko
Ndow-kota,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,17.44370000000,6.06004000000,Ouham,Bossangoa,Koro-M'poko
Oda-Kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.56940000000,5.80506000000,Ouham,Bossangoa,Koro-M'poko
Oda-Kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.58780000000,5.78467000000,Ouham,Bossangoa,Koro-M'poko
Ahoussa,Forage,Oui,Oui,Hors du village,Hors du village,Moins de 5 ans,20.62630000000,8.52064000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Oda-kota,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.54890000000,5.83013000000,Ouham,Bossangoa,Koro-M'poko
Akoursoul-Back,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,20.73010000000,8.98897000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Togbo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.44310000000,6.06164000000,Ouham,Bossangoa,Koro-M'poko
Akoursoul-Back,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,20.73140000000,8.99283000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Votovo,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,17.43490000000,6.41364000000,Ouham,Bossangoa,Koro-M'poko
Assa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.30610000000,6.75096000000,Ouham,Bossangoa,Ndoro Mboli
Alihou,Forage,Oui,Oui,Dans le village,Hors du village,Moins de 5 ans,20.69100000000,8.46068000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Alihou,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.69320000000,8.45437000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bede-Bobaye,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.11970000000,6.90164000000,Ouham,Bossangoa,Ndoro Mboli
Bangbali,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,20.25360000000,8.68601000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bo 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.32050000000,6.56297000000,Ouham,Bossangoa,Ndoro Mboli
Bangbali,Forage,Oui,Oui,Hors du village,Communaute,,20.25480000000,8.68621000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bobera,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.13490000000,6.68079000000,Ouham,Bossangoa,Ndoro Mboli
Barbatoum,Forage,Oui,Non,Dans le village,Hors du village,Moins de 5 ans,20.46450000000,8.54817000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Batele 1,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,20.67370000000,8.40398000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Batele 2,Forage,Oui,Oui,Dans le village,Communaute,,20.67720000000,8.40282000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bobili,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.88450000000,6.75598000000,Ouham,Bossangoa,Ndoro Mboli
Boulkinia,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.61310000000,8.98833000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bodere,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.18840000000,6.64215000000,Ouham,Bossangoa,Ndoro Mboli
Boulkinia 2,Forage,Oui,Oui,Hors du village,Communaute,,20.58420000000,9.01319000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bodore-Gassa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.15210000000,6.65800000000,Ouham,Bossangoa,Ndoro Mboli
Diki,Forage,Oui,,Hors du village,Communaute,Moins de 5 ans,19.65770000000,8.80302000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bodoro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.01450000000,6.79131000000,Ouham,Bossangoa,Ndoro Mboli
Bodouk,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,17.37720000000,6.66285000000,Ouham,Bossangoa,Ndoro Mboli
Djamassinda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.48810000000,8.52834000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bofiota,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.27750000000,6.84862000000,Ouham,Bossangoa,Ndoro Mboli
Djamassinda,Forage,Non,Oui,Dans le village,Hors du village,Moins de 5 ans,20.49260000000,8.52030000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bogbara,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.21630000000,6.63420000000,Ouham,Bossangoa,Ndoro Mboli
Bogbara2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.32080000000,6.74183000000,Ouham,Bossangoa,Ndoro Mboli
Bogone,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.05990000000,6.75239000000,Ouham,Bossangoa,Ndoro Mboli
Doum,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.74090000000,9.02326000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bokonete,Forage,non,Non,Hors du village,Communaute,Moins de 5 ans,17.31320000000,6.74979000000,Ouham,Bossangoa,Ndoro Mboli
Gosbeda,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,20.66650000000,8.49061000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bomboye,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.23160000000,6.81491000000,Ouham,Bossangoa,Ndoro Mboli
Goz-Amak,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,20.62820000000,8.42258000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bomissi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.96320000000,6.84229000000,Ouham,Bossangoa,Ndoro Mboli
Koubou,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,20.53320000000,8.47482000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bomissi,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,17.36350000000,6.52466000000,Ouham,Bossangoa,Ndoro Mboli
Bondia,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94830000000,6.86600000000,Ouham,Bossangoa,Ndoro Mboli
Bonini,Forage,non,Oui,Hors du village,Communaute,Plus de 10 ans,17.33410000000,6.71103000000,Ouham,Bossangoa,Ndoro Mboli
Koundji,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.70260000000,8.82615000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bonini,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,17.37490000000,6.66576000000,Ouham,Bossangoa,Ndoro Mboli
Bonini,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.37520000000,6.66601000000,Ouham,Bossangoa,Ndoro Mboli
Lemena,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.68930000000,8.46661000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bosseke,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.38020000000,6.65717000000,Ouham,Bossangoa,Ndoro Mboli
Manovo,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,20.90200000000,8.46749000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Bosseke,Forage,non,Oui,Dans le village,Communaute,Plus de 10 ans,17.38350000000,6.60588000000,Ouham,Bossangoa,Ndoro Mboli
Bossio,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,17.30280000000,6.75222000000,Ouham,Bossangoa,Ndoro Mboli
Bossokpa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.88110000000,6.75741000000,Ouham,Bossangoa,Ndoro Mboli
Bossokpa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.92810000000,6.80837000000,Ouham,Bossangoa,Ndoro Mboli
Miamani,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,19.78100000000,8.91532000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Botoua,Forage,oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.84090000000,6.72989000000,Ouham,Bossangoa,Ndoro Mboli
Bouassi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.14690000000,6.66943000000,Ouham,Bossangoa,Ndoro Mboli
Bowili,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.16630000000,6.85997000000,Ouham,Bossangoa,Ndoro Mboli
Bowili,Forage,non,Oui,Hors du village,Ecole,Plus de 10 ans,17.22830000000,6.81598000000,Ouham,Bossangoa,Ndoro Mboli
Bozali,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.33240000000,6.70980000000,Ouham,Bossangoa,Ndoro Mboli
Bozali 1,Forage,Oui,Oui,Dans le village,Ecole,Plus de 10 ans,17.33240000000,6.71581000000,Ouham,Bossangoa,Ndoro Mboli
Dadou-Kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.09750000000,6.70560000000,Ouham,Bossangoa,Ndoro Mboli
Ndoko 1,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,19.70850000000,8.93931000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Dadouk-Kota,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.25940000000,6.62573000000,Ouham,Bossangoa,Ndoro Mboli
Ngarba,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.48370000000,9.21512000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Dombiti,Forage,non,Oui,Dans le village,Communaute,Plus de 10 ans,17.15430000000,6.87609000000,Ouham,Bossangoa,Ndoro Mboli
Oui-Frane,Forage,Oui,Oui,Hors du village,Communaute,,20.69700000000,8.40009000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Dombiti 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.16570000000,6.86068000000,Ouham,Bossangoa,Ndoro Mboli
SËukoumba-Zobossida,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,20.67520000000,8.73822000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Gade-Gassa,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.27650000000,6.77251000000,Ouham,Bossangoa,Ndoro Mboli
Tiri,Forage,Oui,Non,Hors du village,Communaute,Moins de 5 ans,20.01840000000,8.74686000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Gayo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.99020000000,6.80720000000,Ouham,Bossangoa,Ndoro Mboli
Gbade,Forage,oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.06200000000,6.74966000000,Ouham,Bossangoa,Ndoro Mboli
Gbade,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.09120000000,6.70940000000,Ouham,Bossangoa,Ndoro Mboli
Gbade,Forage,oui,Oui,Dans le village,Ecole,Moins de 5 ans,17.09550000000,6.70535000000,Ouham,Bossangoa,Ndoro Mboli
Gbadoma,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.98790000000,6.81025000000,Ouham,Bossangoa,Ndoro Mboli
Zoukoutoungala 2,Forage,Oui,Non,Dans le village,Hors du village,Plus de 10 ans,20.61150000000,8.55788000000,Bamingui-Bangoran,Ndélé,Dar El Kouti
Gbadoma 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.98230000000,6.81360000000,Ouham,Bossangoa,Ndoro Mboli
Adoumindou,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.59960000000,8.35445000000,Bamingui-Bangoran,Bamingui,Vassako
Gbanga-yanga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.23330000000,6.81200000000,Ouham,Bossangoa,Ndoro Mboli
Adoumindou,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,20.60000000000,8.35581000000,Bamingui-Bangoran,Bamingui,Vassako
Gbanga-yanga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.23540000000,6.81104000000,Ouham,Bossangoa,Ndoro Mboli
Balouba,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.17160000000,7.48337000000,Bamingui-Bangoran,Bamingui,Vassako
Gbanga-yanga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.38000000000,6.58765000000,Ouham,Bossangoa,Ndoro Mboli
Bangoran,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,20.03810000000,7.23239000000,Bamingui-Bangoran,Bamingui,Vassako
Gbapo-Kota,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.27310000000,6.62114000000,Ouham,Bossangoa,Ndoro Mboli
Gbatang-Bea,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.31600000000,6.56791000000,Ouham,Bossangoa,Ndoro Mboli
Gbatong-Bea,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.29700000000,6.60184000000,Ouham,Bossangoa,Ndoro Mboli
Digba,Forage,Oui,Oui,Dans le village,Hors du village,Plus de 10 ans,20.36940000000,8.12364000000,Bamingui-Bangoran,Bamingui,Vassako
ECOFAC,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,20.17630000000,7.57630000000,Bamingui-Bangoran,Bamingui,Vassako
Gbinza,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.84330000000,6.73409000000,Ouham,Bossangoa,Ndoro Mboli
Gola-Kete,Forage,non,Oui,Hors du village,Communaute,Plus de 10 ans,17.22950000000,6.81403000000,Ouham,Bossangoa,Ndoro Mboli
Kilibidji,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,20.69210000000,8.27135000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Kollo-Gassa,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.27130000000,6.78161000000,Ouham,Bossangoa,Ndoro Mboli
Kotissako,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.39000000000,8.14516000000,Bamingui-Bangoran,Bamingui,Vassako
Kollo-Gassa,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.27260000000,6.84426000000,Ouham,Bossangoa,Ndoro Mboli
Kotissako,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.39130000000,8.14629000000,Bamingui-Bangoran,Bamingui,Vassako
Kollo-Gassa,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.27310000000,6.77945000000,Ouham,Bossangoa,Ndoro Mboli
Kotissako,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,20.39350000000,8.14600000000,Bamingui-Bangoran,Bamingui,Vassako
Mbengou,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,20.14040000000,7.31208000000,Bamingui-Bangoran,Bamingui,Vassako
Ngbollo 1,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,20.67760000000,8.31127000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Koto,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.27440000000,6.77784000000,Ouham,Bossangoa,Ndoro Mboli
Ngbollo 2,Forage,Non,Non,Dans le village,Communaute,Moins de 5 ans,20.68330000000,8.30362000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Ma¦ssanga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.38210000000,6.60308000000,Ouham,Bossangoa,Ndoro Mboli
Mbai,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.95850000000,6.84612000000,Ouham,Bossangoa,Ndoro Mboli
Ngoussoua-Trofaye,Forage,Oui,Oui,Hors du village,Communaute,,20.71220000000,8.17688000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Ndoro-Za¦re,Forage,non,Oui,Hors du village,Hors du village,Plus de 10 ans,17.08260000000,6.89459000000,Ouham,Bossangoa,Ndoro Mboli
Ngobana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.05300000000,6.76140000000,Ouham,Bossangoa,Ndoro Mboli
Sangba,Forage,Oui,Non,Dans le village,Communaute,,20.92610000000,7.91801000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Touiguede,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.18260000000,6.64594000000,Ouham,Bossangoa,Ndoro Mboli
Takara,Forage,Oui,Oui,Hors du village,Hors du village,Moins de 5 ans,20.72910000000,8.33453000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Zikiti,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.93540000000,6.82148000000,Ouham,Bossangoa,Ndoro Mboli
Vata,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,20.20170000000,7.70003000000,Bamingui-Bangoran,Bamingui,Vassako
Yambala-Koudouvele,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.04390000000,7.23722000000,Bamingui-Bangoran,Bamingui,Vassako
Bangba,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,16.78030000000,6.70862000000,Ouham,Bossangoa,Ouham Bac
Bangba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.78210000000,6.70948000000,Ouham,Bossangoa,Ouham Bac
Yangou-Brindi,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.69610000000,8.36926000000,Bamingui-Bangoran,Ndélé,Mbolo-Pata
Bangba,Forage,non,Oui,Hors du village,Communaute,Plus de 10 ans,16.79810000000,6.71430000000,Ouham,Bossangoa,Ouham Bac
,Forage,Oui,Non,Hors du village,FOSA,Plus de 10 ans,20.17420000000,7.55629000000,Bamingui-Bangoran,Bamingui,Vassako
Bangba,Forage,non,Oui,Hors du village,Communaute,Plus de 10 ans,16.90520000000,6.56628000000,Ouham,Bossangoa,Ouham Bac
,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.52620000000,8.20049000000,Bamingui-Bangoran,Bamingui,Vassako
Bankara,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,16.77900000000,6.70754000000,Ouham,Bossangoa,Ouham Bac
,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,20.57080000000,8.25550000000,Bamingui-Bangoran,Bamingui,Vassako
Bellevue,Forage,Oui,Oui,Hors du village,Hors du village,Plus de 10 ans,17.18950000000,6.46706000000,Ouham,Bossangoa,Ouham Bac
Bera,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.88820000000,6.58950000000,Ouham,Bossangoa,Ouham Bac
Bera,Forage,non,Oui,Hors du village,Communaute,Plus de 10 ans,16.90390000000,6.56968000000,Ouham,Bossangoa,Ouham Bac
Bobolo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.07800000000,6.48440000000,Ouham,Bossangoa,Ouham Bac
Bodalo2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.85690000000,6.62080000000,Ouham,Bossangoa,Ouham Bac
Bogbali,Forage,non,Oui,Hors du village,Hors du village,Plus de 10 ans,16.79820000000,6.71431000000,Ouham,Bossangoa,Ouham Bac
Bokoba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.13400000000,6.48852000000,Ouham,Bossangoa,Ouham Bac
Bokote,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.11850000000,6.48987000000,Ouham,Bossangoa,Ouham Bac
Bokote,Forage,Oui,Oui,,Communaute,Moins de 5 ans,17.12190000000,6.48914000000,Ouham,Bossangoa,Ouham Bac
Botiki-Gassan,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.25160000000,6.44442000000,Ouham,Bossangoa,Ouham Bac
Bouassi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.84870000000,6.63188000000,Ouham,Bossangoa,Ouham Bac
Boukoui,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.81120000000,6.65417000000,Ouham,Bossangoa,Ouham Bac
Bowan,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.86970000000,6.61003000000,Ouham,Bossangoa,Ouham Bac
Bowe,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,16.90510000000,6.56613000000,Ouham,Bossangoa,Ouham Bac
Bowe,Forage,non,Oui,Hors du village,Communaute,Plus de 10 ans,16.93080000000,6.52074000000,Ouham,Bossangoa,Ouham Bac
Bowe,Forage,oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.93280000000,6.52084000000,Ouham,Bossangoa,Ouham Bac
Bozomson,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.08340000000,6.48339000000,Ouham,Bossangoa,Ouham Bac
Centre Scieur,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.07720000000,6.48318000000,Ouham,Bossangoa,Ouham Bac
Gbazian Gassan,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.16370000000,6.47731000000,Ouham,Bossangoa,Ouham Bac
Gbazian Kette,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.16110000000,6.47812000000,Ouham,Bossangoa,Ouham Bac
Gbazian-Bea,Forage,non,Oui,Dans le village,Ecole,Moins de 5 ans,16.93550000000,6.52038000000,Ouham,Bossangoa,Ouham Bac
Gbazian-Bea,Forage,Oui,Non,Dans le village,FOSA,Plus de 10 ans,17.07450000000,6.48439000000,Ouham,Bossangoa,Ouham Bac
Gbazian-Bea,Forage,Non,Oui,Dans le village,Ecole,Plus de 10 ans,17.07620000000,6.48650000000,Ouham,Bossangoa,Ouham Bac
Gbazian-Bea,Forage,Oui,Non,Dans le village,Ecole,Moins de 5 ans,17.07650000000,6.48585000000,Ouham,Bossangoa,Ouham Bac
Gola,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.08600000000,6.48475000000,Ouham,Bossangoa,Ouham Bac
Alindao,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,21.20130000000,5.03435000000,Basse-Kotto,Alindao,Alindao
Ndouli,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.19820000000,6.46090000000,Ouham,Bossangoa,Ouham Bac
Alindao,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,21.20720000000,5.04277000000,Basse-Kotto,Alindao,Alindao
Ouikamon,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,17.22550000000,6.44596000000,Ouham,Bossangoa,Ouham Bac
Soungbe,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.22620000000,6.44514000000,Ouham,Bossangoa,Ouham Bac
Soungbe,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.22940000000,6.43670000000,Ouham,Bossangoa,Ouham Bac
Soungbe,Forage,Oui,,Hors du village,Ecole,Moins de 5 ans,17.23450000000,6.44333000000,Ouham,Bossangoa,Ouham Bac
Vouh,Forage,Oui,Oui,Hors du village,Hors du village,Plus de 10 ans,17.32070000000,6.44947000000,Ouham,Bossangoa,Ouham Bac
Alindao,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.21080000000,5.03723000000,Basse-Kotto,Alindao,Alindao
Wikamo,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,17.21610000000,6.44971000000,Ouham,Bossangoa,Ouham Bac
Alindao,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,21.21180000000,5.03618000000,Basse-Kotto,Alindao,Alindao
Bedegbe,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.58300000000,6.44628000000,Ouham,Bossangoa,Soumbé
Bezanwesse,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.66220000000,6.43670000000,Ouham,Bossangoa,Soumbé
Bofango,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.54160000000,6.45697000000,Ouham,Bossangoa,Soumbé
Alindao,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.21620000000,5.03550000000,Basse-Kotto,Alindao,Alindao
Bogboto,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.65750000000,6.43344000000,Ouham,Bossangoa,Soumbé
Bondamba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.66800000000,6.44201000000,Ouham,Bossangoa,Soumbé
Alindao,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.21700000000,5.03972000000,Basse-Kotto,Alindao,Alindao
Boubou,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,17.56640000000,6.45225000000,Ouham,Bossangoa,Soumbé
Banda-Deka,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,21.33180000000,4.88626000000,Basse-Kotto,Alindao,Bakou
Boubou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.73040000000,6.42872000000,Ouham,Bossangoa,Soumbé
Bozamou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.72490000000,6.42899000000,Ouham,Bossangoa,Soumbé
Gbakara,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,17.63280000000,6.44199000000,Ouham,Bossangoa,Soumbé
Elim,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,21.34020000000,4.81418000000,Basse-Kotto,Alindao,Bakou
Gbakara,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,17.63720000000,6.43999000000,Ouham,Bossangoa,Soumbé
Elim,Forage,Oui,Oui,Dans le village,FOSA,,21.34250000000,4.81908000000,Basse-Kotto,Alindao,Bakou
Sougnbe Gozengue,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.55600000000,6.45455000000,Ouham,Bossangoa,Soumbé
Elim 2,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,21.34240000000,4.81723000000,Basse-Kotto,Alindao,Bakou
Kongbo,Forage,Oui,Non,Hors du village,FOSA,Plus de 10 ans,21.36470000000,4.77166000000,Basse-Kotto,Alindao,Bakou
Zere,Forage,Oui,Oui,Hors du village,FOSA,,17.67240000000,6.44121000000,Ouham,Bossangoa,Soumbé
Kongbo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.37020000000,4.77658000000,Basse-Kotto,Alindao,Bakou
Zere,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.68970000000,6.43748000000,Ouham,Bossangoa,Soumbé
Lithe,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,21.34090000000,4.86518000000,Basse-Kotto,Alindao,Bakou
